Date and Time (UTC),Receiver,Description,Data,Units
12/03/2019 0:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 0:00,VR2Tx-482000,Minimum voltage,3.46,V
12/03/2019 0:00,VR2Tx-482000,Minimum noise,120,mV
12/03/2019 0:00,VR2Tx-482000,Maximum voltage,3.47,V
12/03/2019 0:00,VR2Tx-482000,Maximum noise,210,mV
12/03/2019 0:00,VR2Tx-482000,Average voltage,3.46,V
12/03/2019 0:00,VR2Tx-482000,Average noise,160,mV
12/03/2019 0:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/03/2019 0:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/03/2019 0:00,VR2Tx-482000,Average temperature,-1.2,°C
12/03/2019 1:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 1:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 1:00,VR2Tx-482000,Minimum noise,150,mV
12/03/2019 1:00,VR2Tx-482000,Maximum noise,300,mV
12/03/2019 1:00,VR2Tx-482000,Average noise,200,mV
12/03/2019 1:00,VR2Tx-482000,Minimum temperature,-1.3,°C
12/03/2019 1:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/03/2019 1:00,VR2Tx-482000,Average temperature,-1.3,°C
12/03/2019 2:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 2:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 2:00,VR2Tx-482000,Minimum noise,180,mV
12/03/2019 2:00,VR2Tx-482000,Maximum noise,450,mV
12/03/2019 2:00,VR2Tx-482000,Average noise,290,mV
12/03/2019 2:00,VR2Tx-482000,Minimum temperature,-1.3,°C
12/03/2019 2:00,VR2Tx-482000,Maximum temperature,-1.3,°C
12/03/2019 2:00,VR2Tx-482000,Average temperature,-1.3,°C
12/03/2019 3:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 3:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 3:00,VR2Tx-482000,Minimum noise,180,mV
12/03/2019 3:00,VR2Tx-482000,Maximum noise,650,mV
12/03/2019 3:00,VR2Tx-482000,Average noise,300,mV
12/03/2019 3:00,VR2Tx-482000,Minimum temperature,-1.4,°C
12/03/2019 3:00,VR2Tx-482000,Maximum temperature,-1.3,°C
12/03/2019 3:00,VR2Tx-482000,Average temperature,-1.3,°C
12/03/2019 4:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 4:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 4:00,VR2Tx-482000,Minimum noise,320,mV
12/03/2019 4:00,VR2Tx-482000,Maximum noise,560,mV
12/03/2019 4:00,VR2Tx-482000,Average noise,450,mV
12/03/2019 4:00,VR2Tx-482000,Minimum temperature,-1.4,°C
12/03/2019 4:00,VR2Tx-482000,Maximum temperature,-1.3,°C
12/03/2019 4:00,VR2Tx-482000,Average temperature,-1.4,°C
12/03/2019 5:00,VR2Tx-482000,Tilt angle,20,°
12/03/2019 5:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 5:00,VR2Tx-482000,Minimum noise,480,mV
12/03/2019 5:00,VR2Tx-482000,Maximum noise,690,mV
12/03/2019 5:00,VR2Tx-482000,Average noise,590,mV
12/03/2019 5:00,VR2Tx-482000,Minimum temperature,-1.4,°C
12/03/2019 5:00,VR2Tx-482000,Maximum temperature,-1.4,°C
12/03/2019 5:00,VR2Tx-482000,Average temperature,-1.4,°C
12/03/2019 6:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 6:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 6:00,VR2Tx-482000,Minimum noise,450,mV
12/03/2019 6:00,VR2Tx-482000,Maximum noise,650,mV
12/03/2019 6:00,VR2Tx-482000,Average noise,550,mV
12/03/2019 6:00,VR2Tx-482000,Minimum temperature,-1.4,°C
12/03/2019 6:00,VR2Tx-482000,Maximum temperature,-1.4,°C
12/03/2019 6:00,VR2Tx-482000,Average temperature,-1.4,°C
12/03/2019 7:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 7:00,VR2Tx-482000,Rotation angle,328,°
12/03/2019 7:00,VR2Tx-482000,Minimum noise,210,mV
12/03/2019 7:00,VR2Tx-482000,Maximum noise,430,mV
12/03/2019 7:00,VR2Tx-482000,Average noise,330,mV
12/03/2019 7:00,VR2Tx-482000,Minimum temperature,-1.4,°C
12/03/2019 7:00,VR2Tx-482000,Maximum temperature,-1.3,°C
12/03/2019 7:00,VR2Tx-482000,Average temperature,-1.4,°C
12/03/2019 8:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 8:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 8:00,VR2Tx-482000,Minimum noise,220,mV
12/03/2019 8:00,VR2Tx-482000,Maximum noise,330,mV
12/03/2019 8:00,VR2Tx-482000,Average noise,290,mV
12/03/2019 8:00,VR2Tx-482000,Minimum temperature,-1.4,°C
12/03/2019 8:00,VR2Tx-482000,Maximum temperature,-1.3,°C
12/03/2019 8:00,VR2Tx-482000,Average temperature,-1.4,°C
12/03/2019 9:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 9:00,VR2Tx-482000,Rotation angle,330,°
12/03/2019 9:00,VR2Tx-482000,Minimum noise,170,mV
12/03/2019 9:00,VR2Tx-482000,Maximum noise,260,mV
12/03/2019 9:00,VR2Tx-482000,Average noise,220,mV
12/03/2019 9:00,VR2Tx-482000,Minimum temperature,-1.4,°C
12/03/2019 9:00,VR2Tx-482000,Maximum temperature,-1.3,°C
12/03/2019 9:00,VR2Tx-482000,Average temperature,-1.3,°C
12/03/2019 10:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 10:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 10:00,VR2Tx-482000,Minimum noise,150,mV
12/03/2019 10:00,VR2Tx-482000,Maximum noise,230,mV
12/03/2019 10:00,VR2Tx-482000,Average noise,180,mV
12/03/2019 10:00,VR2Tx-482000,Minimum temperature,-1.4,°C
12/03/2019 10:00,VR2Tx-482000,Maximum temperature,-1.3,°C
12/03/2019 10:00,VR2Tx-482000,Average temperature,-1.3,°C
12/03/2019 11:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 11:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 11:00,VR2Tx-482000,Minimum noise,160,mV
12/03/2019 11:00,VR2Tx-482000,Maximum noise,290,mV
12/03/2019 11:00,VR2Tx-482000,Average noise,200,mV
12/03/2019 11:00,VR2Tx-482000,Minimum temperature,-1.4,°C
12/03/2019 11:00,VR2Tx-482000,Maximum temperature,-1.3,°C
12/03/2019 11:00,VR2Tx-482000,Average temperature,-1.3,°C
12/03/2019 12:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 12:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 12:00,VR2Tx-482000,Minimum noise,170,mV
12/03/2019 12:00,VR2Tx-482000,Maximum noise,270,mV
12/03/2019 12:00,VR2Tx-482000,Average noise,200,mV
12/03/2019 12:00,VR2Tx-482000,Minimum temperature,-1.4,°C
12/03/2019 12:00,VR2Tx-482000,Maximum temperature,-1.3,°C
12/03/2019 12:00,VR2Tx-482000,Average temperature,-1.3,°C
12/03/2019 13:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 13:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 13:00,VR2Tx-482000,Minimum noise,160,mV
12/03/2019 13:00,VR2Tx-482000,Maximum noise,260,mV
12/03/2019 13:00,VR2Tx-482000,Average noise,200,mV
12/03/2019 13:00,VR2Tx-482000,Minimum temperature,-1.3,°C
12/03/2019 13:00,VR2Tx-482000,Maximum temperature,-1.3,°C
12/03/2019 13:00,VR2Tx-482000,Average temperature,-1.3,°C
12/03/2019 14:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 14:00,VR2Tx-482000,Rotation angle,330,°
12/03/2019 14:00,VR2Tx-482000,Minimum noise,140,mV
12/03/2019 14:00,VR2Tx-482000,Maximum noise,180,mV
12/03/2019 14:00,VR2Tx-482000,Average noise,160,mV
12/03/2019 14:00,VR2Tx-482000,Minimum temperature,-1.3,°C
12/03/2019 14:00,VR2Tx-482000,Maximum temperature,-1.3,°C
12/03/2019 14:00,VR2Tx-482000,Average temperature,-1.3,°C
12/03/2019 15:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 15:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 15:00,VR2Tx-482000,Minimum noise,150,mV
12/03/2019 15:00,VR2Tx-482000,Maximum noise,220,mV
12/03/2019 15:00,VR2Tx-482000,Average noise,180,mV
12/03/2019 15:00,VR2Tx-482000,Minimum temperature,-1.3,°C
12/03/2019 15:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/03/2019 15:00,VR2Tx-482000,Average temperature,-1.3,°C
12/03/2019 16:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 16:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 16:00,VR2Tx-482000,Minimum noise,150,mV
12/03/2019 16:00,VR2Tx-482000,Maximum noise,230,mV
12/03/2019 16:00,VR2Tx-482000,Average noise,180,mV
12/03/2019 16:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/03/2019 16:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/03/2019 16:00,VR2Tx-482000,Average temperature,-1.2,°C
12/03/2019 17:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 17:00,VR2Tx-482000,Rotation angle,328,°
12/03/2019 17:00,VR2Tx-482000,Minimum noise,170,mV
12/03/2019 17:00,VR2Tx-482000,Maximum noise,190,mV
12/03/2019 17:00,VR2Tx-482000,Average noise,180,mV
12/03/2019 17:00,VR2Tx-482000,Minimum temperature,-1.1,°C
12/03/2019 17:00,VR2Tx-482000,Maximum temperature,-1.1,°C
12/03/2019 17:00,VR2Tx-482000,Average temperature,-1.1,°C
12/03/2019 18:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 18:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 18:00,VR2Tx-482000,Minimum noise,130,mV
12/03/2019 18:00,VR2Tx-482000,Maximum noise,200,mV
12/03/2019 18:00,VR2Tx-482000,Average noise,160,mV
12/03/2019 18:00,VR2Tx-482000,Minimum temperature,-1.0,°C
12/03/2019 18:00,VR2Tx-482000,Maximum temperature,-1.0,°C
12/03/2019 18:00,VR2Tx-482000,Average temperature,-1.0,°C
12/03/2019 19:00,VR2Tx-482000,Tilt angle,20,°
12/03/2019 19:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 19:00,VR2Tx-482000,Minimum noise,170,mV
12/03/2019 19:00,VR2Tx-482000,Maximum noise,470,mV
12/03/2019 19:00,VR2Tx-482000,Average noise,250,mV
12/03/2019 19:00,VR2Tx-482000,Minimum temperature,-0.9,°C
12/03/2019 19:00,VR2Tx-482000,Maximum temperature,-0.8,°C
12/03/2019 19:00,VR2Tx-482000,Average temperature,-0.9,°C
12/03/2019 20:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 20:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 20:00,VR2Tx-482000,Minimum noise,120,mV
12/03/2019 20:00,VR2Tx-482000,Maximum noise,170,mV
12/03/2019 20:00,VR2Tx-482000,Average noise,140,mV
12/03/2019 20:00,VR2Tx-482000,Minimum temperature,-0.8,°C
12/03/2019 20:00,VR2Tx-482000,Maximum temperature,-0.8,°C
12/03/2019 20:00,VR2Tx-482000,Average temperature,-0.8,°C
12/03/2019 21:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 21:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 21:00,VR2Tx-482000,Minimum noise,150,mV
12/03/2019 21:00,VR2Tx-482000,Maximum noise,200,mV
12/03/2019 21:00,VR2Tx-482000,Average noise,170,mV
12/03/2019 21:00,VR2Tx-482000,Minimum temperature,-0.9,°C
12/03/2019 21:00,VR2Tx-482000,Maximum temperature,-0.8,°C
12/03/2019 21:00,VR2Tx-482000,Average temperature,-0.9,°C
12/03/2019 22:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 22:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 22:00,VR2Tx-482000,Minimum noise,150,mV
12/03/2019 22:00,VR2Tx-482000,Maximum noise,250,mV
12/03/2019 22:00,VR2Tx-482000,Average noise,200,mV
12/03/2019 22:00,VR2Tx-482000,Minimum temperature,-1.1,°C
12/03/2019 22:00,VR2Tx-482000,Maximum temperature,-0.9,°C
12/03/2019 22:00,VR2Tx-482000,Average temperature,-1.0,°C
12/03/2019 23:00,VR2Tx-482000,Tilt angle,21,°
12/03/2019 23:00,VR2Tx-482000,Rotation angle,329,°
12/03/2019 23:00,VR2Tx-482000,Minimum noise,140,mV
12/03/2019 23:00,VR2Tx-482000,Maximum noise,180,mV
12/03/2019 23:00,VR2Tx-482000,Average noise,160,mV
12/03/2019 23:00,VR2Tx-482000,Minimum temperature,-1.1,°C
12/03/2019 23:00,VR2Tx-482000,Maximum temperature,-1.1,°C
12/03/2019 23:00,VR2Tx-482000,Average temperature,-1.1,°C
12/04/2019 0:00,VR2Tx-482000,Memory Capacity,0.4,%
12/04/2019 0:00,VR2Tx-482000,Pings on 69 kHz,1593,
12/04/2019 0:00,VR2Tx-482000,Syncs on 69 kHz,19,
12/04/2019 0:00,VR2Tx-482000,Rejects on 69 kHz,0,
12/04/2019 0:00,VR2Tx-482000,Detections on A69-1602,1,
12/04/2019 0:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 0:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 0:00,VR2Tx-482000,Minimum voltage,3.46,V
12/04/2019 0:00,VR2Tx-482000,Minimum noise,140,mV
12/04/2019 0:00,VR2Tx-482000,Maximum voltage,3.47,V
12/04/2019 0:00,VR2Tx-482000,Maximum noise,190,mV
12/04/2019 0:00,VR2Tx-482000,Average voltage,3.46,V
12/04/2019 0:00,VR2Tx-482000,Average noise,160,mV
12/04/2019 0:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 0:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 0:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 1:00,VR2Tx-482000,Tilt angle,20,°
12/04/2019 1:00,VR2Tx-482000,Rotation angle,328,°
12/04/2019 1:00,VR2Tx-482000,Minimum noise,130,mV
12/04/2019 1:00,VR2Tx-482000,Maximum noise,170,mV
12/04/2019 1:00,VR2Tx-482000,Average noise,150,mV
12/04/2019 1:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 1:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 1:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 2:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 2:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 2:00,VR2Tx-482000,Minimum noise,150,mV
12/04/2019 2:00,VR2Tx-482000,Maximum noise,220,mV
12/04/2019 2:00,VR2Tx-482000,Average noise,180,mV
12/04/2019 2:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 2:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 2:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 3:00,VR2Tx-482000,Tilt angle,20,°
12/04/2019 3:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 3:00,VR2Tx-482000,Minimum noise,140,mV
12/04/2019 3:00,VR2Tx-482000,Maximum noise,190,mV
12/04/2019 3:00,VR2Tx-482000,Average noise,160,mV
12/04/2019 3:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 3:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 3:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 4:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 4:00,VR2Tx-482000,Rotation angle,328,°
12/04/2019 4:00,VR2Tx-482000,Minimum noise,140,mV
12/04/2019 4:00,VR2Tx-482000,Maximum noise,180,mV
12/04/2019 4:00,VR2Tx-482000,Average noise,150,mV
12/04/2019 4:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 4:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 4:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 5:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 5:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 5:00,VR2Tx-482000,Minimum noise,140,mV
12/04/2019 5:00,VR2Tx-482000,Maximum noise,230,mV
12/04/2019 5:00,VR2Tx-482000,Average noise,170,mV
12/04/2019 5:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 5:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 5:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 6:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 6:00,VR2Tx-482000,Rotation angle,330,°
12/04/2019 6:00,VR2Tx-482000,Minimum noise,130,mV
12/04/2019 6:00,VR2Tx-482000,Maximum noise,180,mV
12/04/2019 6:00,VR2Tx-482000,Average noise,140,mV
12/04/2019 6:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 6:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 6:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 7:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 7:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 7:00,VR2Tx-482000,Minimum noise,150,mV
12/04/2019 7:00,VR2Tx-482000,Maximum noise,170,mV
12/04/2019 7:00,VR2Tx-482000,Average noise,160,mV
12/04/2019 7:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 7:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 7:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 8:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 8:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 8:00,VR2Tx-482000,Minimum noise,140,mV
12/04/2019 8:00,VR2Tx-482000,Maximum noise,190,mV
12/04/2019 8:00,VR2Tx-482000,Average noise,160,mV
12/04/2019 8:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 8:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 8:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 9:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 9:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 9:00,VR2Tx-482000,Minimum noise,120,mV
12/04/2019 9:00,VR2Tx-482000,Maximum noise,190,mV
12/04/2019 9:00,VR2Tx-482000,Average noise,160,mV
12/04/2019 9:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 9:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 9:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 10:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 10:00,VR2Tx-482000,Rotation angle,330,°
12/04/2019 10:00,VR2Tx-482000,Minimum noise,130,mV
12/04/2019 10:00,VR2Tx-482000,Maximum noise,190,mV
12/04/2019 10:00,VR2Tx-482000,Average noise,160,mV
12/04/2019 10:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 10:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 10:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 11:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 11:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 11:00,VR2Tx-482000,Minimum noise,120,mV
12/04/2019 11:00,VR2Tx-482000,Maximum noise,170,mV
12/04/2019 11:00,VR2Tx-482000,Average noise,150,mV
12/04/2019 11:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 11:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 11:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 12:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 12:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 12:00,VR2Tx-482000,Minimum noise,140,mV
12/04/2019 12:00,VR2Tx-482000,Maximum noise,180,mV
12/04/2019 12:00,VR2Tx-482000,Average noise,160,mV
12/04/2019 12:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 12:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 12:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 13:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 13:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 13:00,VR2Tx-482000,Minimum noise,140,mV
12/04/2019 13:00,VR2Tx-482000,Maximum noise,190,mV
12/04/2019 13:00,VR2Tx-482000,Average noise,160,mV
12/04/2019 13:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 13:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 13:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 14:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 14:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 14:00,VR2Tx-482000,Minimum noise,110,mV
12/04/2019 14:00,VR2Tx-482000,Maximum noise,200,mV
12/04/2019 14:00,VR2Tx-482000,Average noise,150,mV
12/04/2019 14:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 14:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 14:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 15:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 15:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 15:00,VR2Tx-482000,Minimum noise,130,mV
12/04/2019 15:00,VR2Tx-482000,Maximum noise,170,mV
12/04/2019 15:00,VR2Tx-482000,Average noise,150,mV
12/04/2019 15:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 15:00,VR2Tx-482000,Maximum temperature,-1.2,°C
12/04/2019 15:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 16:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 16:00,VR2Tx-482000,Rotation angle,330,°
12/04/2019 16:00,VR2Tx-482000,Minimum noise,150,mV
12/04/2019 16:00,VR2Tx-482000,Maximum noise,240,mV
12/04/2019 16:00,VR2Tx-482000,Average noise,180,mV
12/04/2019 16:00,VR2Tx-482000,Minimum temperature,-1.2,°C
12/04/2019 16:00,VR2Tx-482000,Maximum temperature,-1.1,°C
12/04/2019 16:00,VR2Tx-482000,Average temperature,-1.2,°C
12/04/2019 17:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 17:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 17:00,VR2Tx-482000,Minimum noise,150,mV
12/04/2019 17:00,VR2Tx-482000,Maximum noise,230,mV
12/04/2019 17:00,VR2Tx-482000,Average noise,170,mV
12/04/2019 17:00,VR2Tx-482000,Minimum temperature,-1.1,°C
12/04/2019 17:00,VR2Tx-482000,Maximum temperature,-1.1,°C
12/04/2019 17:00,VR2Tx-482000,Average temperature,-1.1,°C
12/04/2019 18:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 18:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 18:00,VR2Tx-482000,Minimum noise,150,mV
12/04/2019 18:00,VR2Tx-482000,Maximum noise,360,mV
12/04/2019 18:00,VR2Tx-482000,Average noise,220,mV
12/04/2019 18:00,VR2Tx-482000,Minimum temperature,-1.1,°C
12/04/2019 18:00,VR2Tx-482000,Maximum temperature,-1.0,°C
12/04/2019 18:00,VR2Tx-482000,Average temperature,-1.0,°C
12/04/2019 19:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 19:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 19:00,VR2Tx-482000,Minimum noise,130,mV
12/04/2019 19:00,VR2Tx-482000,Maximum noise,450,mV
12/04/2019 19:00,VR2Tx-482000,Average noise,300,mV
12/04/2019 19:00,VR2Tx-482000,Minimum temperature,-1.0,°C
12/04/2019 19:00,VR2Tx-482000,Maximum temperature,-1.0,°C
12/04/2019 19:00,VR2Tx-482000,Average temperature,-1.0,°C
12/04/2019 20:00,VR2Tx-482000,Tilt angle,20,°
12/04/2019 20:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 20:00,VR2Tx-482000,Minimum noise,150,mV
12/04/2019 20:00,VR2Tx-482000,Maximum noise,210,mV
12/04/2019 20:00,VR2Tx-482000,Average noise,180,mV
12/04/2019 20:00,VR2Tx-482000,Minimum temperature,-1.0,°C
12/04/2019 20:00,VR2Tx-482000,Maximum temperature,-1.0,°C
12/04/2019 20:00,VR2Tx-482000,Average temperature,-1.0,°C
12/04/2019 21:00,VR2Tx-482000,Tilt angle,20,°
12/04/2019 21:00,VR2Tx-482000,Rotation angle,328,°
12/04/2019 21:00,VR2Tx-482000,Minimum noise,140,mV
12/04/2019 21:00,VR2Tx-482000,Maximum noise,250,mV
12/04/2019 21:00,VR2Tx-482000,Average noise,200,mV
12/04/2019 21:00,VR2Tx-482000,Minimum temperature,-1.0,°C
12/04/2019 21:00,VR2Tx-482000,Maximum temperature,-1.0,°C
12/04/2019 21:00,VR2Tx-482000,Average temperature,-1.0,°C
12/04/2019 22:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 22:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 22:00,VR2Tx-482000,Minimum noise,140,mV
12/04/2019 22:00,VR2Tx-482000,Maximum noise,210,mV
12/04/2019 22:00,VR2Tx-482000,Average noise,170,mV
12/04/2019 22:00,VR2Tx-482000,Minimum temperature,-1.1,°C
12/04/2019 22:00,VR2Tx-482000,Maximum temperature,-1.0,°C
12/04/2019 22:00,VR2Tx-482000,Average temperature,-1.1,°C
12/04/2019 23:00,VR2Tx-482000,Tilt angle,21,°
12/04/2019 23:00,VR2Tx-482000,Rotation angle,329,°
12/04/2019 23:00,VR2Tx-482000,Minimum noise,130,mV
12/04/2019 23:00,VR2Tx-482000,Maximum noise,480,mV
12/04/2019 23:00,VR2Tx-482000,Average noise,250,mV
12/04/2019 23:00,VR2Tx-482000,Minimum temperature,-1.1,°C
12/04/2019 23:00,VR2Tx-482000,Maximum temperature,-1.1,°C
12/04/2019 23:00,VR2Tx-482000,Average temperature,-1.1,°C
12/05/2019 0:00,VR2Tx-482000,Memory Capacity,0.4,%
12/05/2019 0:00,VR2Tx-482000,Pings on 69 kHz,2793,
12/05/2019 0:00,VR2Tx-482000,Syncs on 69 kHz,15,
12/05/2019 0:00,VR2Tx-482000,Rejects on 69 kHz,0,
12/05/2019 0:00,VR2Tx-482000,Tilt angle,21,°
12/05/2019 0:00,VR2Tx-482000,Rotation angle,329,°
12/05/2019 0:00,VR2Tx-482000,Minimum voltage,3.46,V
12/05/2019 0:00,VR2Tx-482000,Minimum noise,140,mV
12/05/2019 0:00,VR2Tx-482000,Maximum voltage,3.47,V
12/05/2019 0:00,VR2Tx-482000,Maximum noise,210,mV
12/05/2019 0:00,VR2Tx-482000,Average voltage,3.46,V
12/05/2019 0:00,VR2Tx-482000,Average noise,170,mV
12/05/2019 0:00,VR2Tx-482000,Minimum temperature,-1.1,°C
12/05/2019 0:00,VR2Tx-482000,Maximum temperature,-1.1,°C
12/05/2019 0:00,VR2Tx-482000,Average temperature,-1.1,°C
12/05/2019 1:00,VR2Tx-482000,Tilt angle,21,°
12/05/2019 1:00,VR2Tx-482000,Rotation angle,328,°
12/05/2019 1:00,VR2Tx-482000,Minimum noise,130,mV
12/05/2019 1:00,VR2Tx-482000,Maximum noise,160,mV
